,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Region,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
65355,32629583,02/08/2016 09:40:07 AM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11209,,,,,,,,BROOKLYN,,Assigned,02/22/2016 09:40:07 AM,The reported condition was inspected and a work order has been filed to correct it.,02/09/2016 04:20:46 PM,10 BROOKLYN,BROOKLYN,,,Dyker Beach Park,BROOKLYN,,BROOKLYN,NY,11209,N,,,,,,,,,,,,,,
72701,32618023,02/06/2016 01:13:44 PM,02/08/2016 02:02:46 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Recreation Center,11213,1251 PROSPECT PLACE,PROSPECT PLACE,SCHENECTADY AVENUE,TROY AVENUE,,,,BROOKLYN,,Closed,02/20/2016 01:13:44 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/08/2016 02:02:46 PM,08 BROOKLYN,BROOKLYN,1002336.0,184653.0,Recreation Center - St. John's,BROOKLYN,,BROOKLYN,NY,11213,N,,,,,,,,,,,,40.67348810575128,-73.9347996312252,"(40.67348810575128, -73.9347996312252)"
39391,32662577,02/12/2016 08:44:13 AM,,DPR,Department of Parks and Recreation,Animal in a Park,Animal Waste,Park,10016,,,,,,,,NEW YORK,,Assigned,02/26/2016 08:44:13 AM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,06 MANHATTAN,MANHATTAN,,,Albano Playground,MANHATTAN,,NEW YORK,NY,10016,N,,,,,,,,,,,,,,
69046,32620869,02/07/2016 12:20:42 PM,02/07/2016 12:26:27 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,11368,,,,,,,,CORONA,,Closed,02/21/2016 12:20:42 PM,The injured person has refused medical attention.,02/07/2016 12:26:27 PM,Unspecified QUEENS,QUEENS,,,Recreation Center - Flushing Meadows and Corona Park,QUEENS,,CORONA,NY,11368,,,,,,,,,,,,,,,
72752,32617402,02/06/2016 01:01:26 PM,02/11/2016 11:43:53 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Snow or Ice,Park,11355,,,,,,,,FLUSHING,,Closed,02/13/2016 01:01:26 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/11/2016 11:43:53 AM,11 QUEENS,QUEENS,,,Louis Pasteur Park,QUEENS,,FLUSHING,NY,11355,N,,,,,,,,,,,,,,
72750,32612555,02/06/2016 01:01:56 PM,02/11/2016 02:10:37 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11355,,,,,,,,FLUSHING,,Closed,02/20/2016 01:01:56 PM,The Service Request submitted did not have sufficient location or complaint information for the agency to respond.,02/11/2016 02:10:37 PM,11 QUEENS,QUEENS,,,Louis Pasteur Park,QUEENS,,FLUSHING,NY,11355,N,,,,,,,,,,,,,,
39425,32658044,02/12/2016 08:38:31 AM,02/12/2016 08:57:18 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10021,,,,,,,,NEW YORK,,Closed,02/26/2016 08:38:31 AM,The injured person has been transported to a hospital.,02/12/2016 08:57:18 AM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
57102,32637135,02/09/2016 02:32:56 PM,02/09/2016 03:11:16 PM,DPR,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Park,11385,,,,,,,,RIDGEWOOD,,Closed,02/23/2016 02:32:56 PM,The reported condition was inspected and a report has been filed.,02/09/2016 03:11:16 PM,05 QUEENS,QUEENS,,,Starr Playground,QUEENS,,RIDGEWOOD,NY,11385,,,,,,,,,,,,,,,
57118,32633029,02/09/2016 02:31:12 PM,02/10/2016 01:19:52 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,10462,1 BRONX RIVER PARKWAY,BRONX RIVER PARKWAY,NYC PARKS DEPARTMENT GARAGE DY,UNNAMED STREET,,,,BRONX,,Closed,02/12/2016 02:31:12 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 01:19:52 PM,27 BRONX,BRONX,1019988.0,248002.0,Whalen Park,BRONX,,BRONX,NY,10462,N,,,,,,,,,,,,40.84731094815657,-73.87082714415871,"(40.84731094815657, -73.8708271441587)"
49610,32641251,02/10/2016 05:04:32 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11215,,,,,,,,BROOKLYN,,Assigned,02/24/2016 05:04:32 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,06 BROOKLYN,BROOKLYN,,,J J Byrne Memorial Park,BROOKLYN,,BROOKLYN,NY,11215,N,,,,,,,,,,,,,,
44518,32655298,02/11/2016 01:19:26 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Indoors,Pool,11232,,,,,,,,BROOKLYN,,Assigned,02/25/2016 01:19:26 PM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/11/2016 01:45:37 PM,07 BROOKLYN,BROOKLYN,,,Pool - Sunset Park,BROOKLYN,,BROOKLYN,NY,11232,,,,,,,,,,,,,,,
53322,32640543,02/10/2016 09:26:42 AM,02/10/2016 10:47:12 AM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Beach,10305,,,,,,,,STATEN ISLAND,,Closed,02/24/2016 09:26:42 AM,The injured person has been transported to a hospital.,02/10/2016 10:47:12 AM,Unspecified STATEN ISLAND,STATEN ISLAND,,,Beach - South,STATEN ISLAND,,STATEN ISLAND,NY,10305,,,,,,,,,,,,,,,
49385,32645905,02/10/2016 05:48:41 PM,02/10/2016 06:10:00 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,10010,392 ASSER LEVY PLACE,ASSER LEVY PLACE,EAST 25 STREET,EAST 23 STREET,,,,NEW YORK,,Closed,02/24/2016 05:48:41 PM,The reported condition was inspected and a report has been filed.,02/10/2016 06:10:00 PM,06 MANHATTAN,MANHATTAN,990857.0,207472.0,Recreation Center - Asser Levy,MANHATTAN,,NEW YORK,NY,10010,,,,,,,,,,,,,40.73613689350224,-73.97615924847884,"(40.73613689350224, -73.97615924847884)"
36957,32660702,02/12/2016 01:06:31 PM,02/16/2016 03:10:50 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,11234,,,,,,,,BROOKLYN,,Closed,02/15/2016 01:06:31 PM,Work to correct the reported condition has been deferred because of seasonal considerations and will be corrected as soon as possible.,02/16/2016 03:10:50 PM,18 BROOKLYN,BROOKLYN,,,Lindower Park,BROOKLYN,,BROOKLYN,NY,11234,N,,,,,,,,,,,,,,
44661,32656448,02/11/2016 01:00:44 PM,02/11/2016 01:07:22 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Recreation Center,11434,,,,,,,,JAMAICA,,Closed,02/25/2016 01:00:44 PM,The injured person has refused medical attention.,02/11/2016 01:07:22 PM,12 QUEENS,QUEENS,,,Recreation Center - Roy Wilkins,QUEENS,,JAMAICA,NY,11434,,,,,,,,,,,,,,,
57419,32635139,02/09/2016 01:54:59 PM,02/09/2016 04:21:59 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11228,,,,,,,,BROOKLYN,,Closed,02/12/2016 01:54:59 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 04:21:59 PM,10 BROOKLYN,BROOKLYN,,,Mckinley Park,BROOKLYN,,BROOKLYN,NY,11228,N,,,,,,,,,,,,,,
58918,32633263,02/09/2016 10:41:28 AM,02/13/2016 01:15:15 PM,DPR,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Park,10456,,,,,,,,BRONX,,Closed,02/23/2016 10:41:28 AM,The reported condition was inspected and a report has been filed.,02/13/2016 01:15:15 PM,03 BRONX,BRONX,,,Crotona Park - Bathgate Playground,BRONX,,BRONX,NY,10456,,,,,,,,,,,,,,,
34907,32659499,02/12/2016 05:26:10 PM,02/12/2016 08:57:10 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10309,,,,,,,,STATEN ISLAND,,Closed,02/26/2016 05:26:10 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/12/2016 08:57:10 PM,03 STATEN ISLAND,STATEN ISLAND,,,Carlton Park,STATEN ISLAND,,STATEN ISLAND,NY,10309,N,,,,,,,,,,,,,,
65263,32625425,02/08/2016 09:54:15 AM,02/08/2016 03:47:19 PM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10016,,,,,,,,NEW YORK,,Closed,02/22/2016 09:54:15 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/08/2016 03:47:19 PM,06 MANHATTAN,MANHATTAN,,,Albano Playground,MANHATTAN,,NEW YORK,NY,10016,N,,,,,,,,,,,,,,
62999,32627359,02/08/2016 03:25:58 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10463,,,,,,,,BRONX,,Assigned,02/22/2016 03:25:58 PM,An inspection is currently in progress to determine whether the reported condition requires further action.,02/12/2016 10:56:01 AM,08 BRONX,BRONX,,,Ewen Park,BRONX,,BRONX,NY,10463,N,,,,,,,,,,,,,,
51353,32644914,02/10/2016 01:12:03 PM,02/10/2016 01:37:06 PM,DPR,Department of Parks and Recreation,DPR Internal,Property,Park,10021,,,,,,,,NEW YORK,,Closed,02/24/2016 01:12:03 PM,The reported condition was inspected and a report has been filed.,02/10/2016 01:37:06 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
70283,32616517,02/07/2016 01:31:26 AM,02/07/2016 08:21:54 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:31:26 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:21:54 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
42282,32649655,02/11/2016 06:03:45 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10033,,,,,,,,NEW YORK,,Assigned,02/25/2016 06:03:45 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,12 MANHATTAN,MANHATTAN,,,Fort Tryon Park,MANHATTAN,,NEW YORK,NY,10033,N,,,,,,,,,,,,,,
29299,32664730,02/13/2016 03:12:05 PM,02/13/2016 03:19:52 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10035,,,,,,,,NEW YORK,,Closed,02/27/2016 03:12:05 PM,The reported condition was inspected and a report has been filed.,02/13/2016 03:19:52 PM,11 MANHATTAN,MANHATTAN,,,Harlem River Park,MANHATTAN,,NEW YORK,NY,10035,,,,,,,,,,,,,,,
70299,32618876,02/07/2016 01:25:11 AM,02/07/2016 01:25:13 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:25:11 AM,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,02/07/2016 01:25:14 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
70260,32616516,02/07/2016 01:40:42 AM,02/07/2016 08:26:07 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:40:42 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:26:07 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
55034,32635115,02/09/2016 08:59:42 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10021,,,,,,,,NEW YORK,,Assigned,02/23/2016 08:59:42 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,N,,,,,,,,,,,,,,
42372,32657172,02/11/2016 05:49:17 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10023,,,,,,,,NEW YORK,,Assigned,02/25/2016 05:49:17 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,07 MANHATTAN,MANHATTAN,,,Riverside Park - Classic Playground,MANHATTAN,,NEW YORK,NY,10023,N,,,,,,,,,,,,,,
55836,32638540,02/09/2016 05:34:26 PM,02/09/2016 05:49:27 PM,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10021,,,,,,,,NEW YORK,,Closed,02/14/2016 05:34:26 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/09/2016 05:49:27 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
70302,32614682,02/07/2016 01:22:37 AM,02/07/2016 08:16:42 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:22:37 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:16:42 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
54711,32638277,02/09/2016 10:33:49 PM,02/12/2016 09:19:22 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10465,,,,,,,,BRONX,,Closed,02/23/2016 10:33:49 PM,The Department of Parks and Recreation has inspected the situation in question and determined that the issue is out of its jurisdiction.,02/12/2016 09:19:22 AM,10 BRONX,BRONX,,,Ferry Point Park,BRONX,,BRONX,NY,10465,N,,,,,,,,,,,,,,
55395,32635313,02/09/2016 07:19:38 PM,02/09/2016 08:58:30 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,11385,,,,,,,,RIDGEWOOD,,Closed,02/23/2016 07:19:38 PM,The injured person has been transported to a hospital.,02/09/2016 08:58:30 PM,Unspecified QUEENS,QUEENS,,,Forest Park - Carousel,QUEENS,,RIDGEWOOD,NY,11385,,,,,,,,,,,,,,,
63916,32631010,02/08/2016 12:45:07 PM,02/08/2016 03:48:38 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10021,,,,,,,,NEW YORK,,Closed,02/22/2016 12:45:07 PM,The injured person has refused medical attention.,02/08/2016 03:48:38 PM,Unspecified MANHATTAN,MANHATTAN,,,Central Park,MANHATTAN,,NEW YORK,NY,10021,,,,,,,,,,,,,,,
38726,32657896,02/12/2016 09:58:56 AM,02/12/2016 10:09:28 AM,DPR,Department of Parks and Recreation,DPR Internal,Illegal Dumping,Park,10456,,,,,,,,BRONX,,Closed,02/26/2016 09:58:56 AM,The reported condition was inspected and a report has been filed.,02/12/2016 10:09:28 AM,01 BRONX,BRONX,,,Grove Hill Playground,BRONX,,BRONX,NY,10456,,,,,,,,,,,,,,,
70248,32618923,02/07/2016 01:49:00 AM,02/07/2016 01:49:25 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:49:00 AM,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,02/07/2016 01:49:25 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
55788,32639236,02/09/2016 05:46:47 PM,02/10/2016 10:10:41 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,10023,,,,,,,,NEW YORK,,Closed,02/16/2016 05:46:47 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/10/2016 10:10:41 AM,07 MANHATTAN,MANHATTAN,,,Riverside Park,MANHATTAN,,NEW YORK,NY,10023,N,,,,,,,,,,,,,,
73931,32618195,02/06/2016 08:12:09 AM,02/08/2016 11:29:17 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dead Animal,Park,10021,,,,,,,,NEW YORK,,Closed,02/13/2016 08:12:09 AM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/08/2016 11:29:17 AM,Unspecified MANHATTAN,MANHATTAN,,,John Jay Park,MANHATTAN,,NEW YORK,NY,10021,N,,,,,,,,,,,,,,
69812,32621547,02/07/2016 08:26:14 AM,02/07/2016 09:13:06 AM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Recreation Center,11209,9941 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,100 STREET,99 STREET,,,,BROOKLYN,,Closed,02/10/2016 08:26:14 AM,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",02/07/2016 09:13:06 AM,10 BROOKLYN,BROOKLYN,975427.0,162258.0,Recreation Center - Fort Hamilton Senior Center,BROOKLYN,,BROOKLYN,NY,11209,,,,,,,,,,,,,40.612032728111785,-74.03177779658566,"(40.61203272811178, -74.03177779658566)"
41531,32656113,02/11/2016 08:13:15 PM,02/11/2016 09:04:10 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10011,,,,,,,,NEW YORK,,Closed,02/25/2016 08:13:15 PM,The injured person has been transported to a hospital.,02/11/2016 09:04:10 PM,08 MANHATTAN,MANHATTAN,,,Hudson River Park,MANHATTAN,,NEW YORK,NY,10011,,,,,,,,,,,,,,,
41300,32656557,02/11/2016 08:52:15 PM,02/12/2016 06:32:12 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Unsecured Facility,Park,10309,,,,,,,,STATEN ISLAND,,Closed,02/14/2016 08:52:15 PM,The Department of Parks and Recreation has completed the requested work order and corrected the problem.,02/12/2016 06:32:12 PM,02 STATEN ISLAND,STATEN ISLAND,,,Staten Island Greenbelt - High Rock Park,STATEN ISLAND,,STATEN ISLAND,NY,10309,N,,,,,,,,,,,,,,
70236,32618534,02/07/2016 01:56:48 AM,02/07/2016 08:29:12 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:56:48 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:29:12 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Indian Road Playground,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
70330,32616042,02/07/2016 01:10:27 AM,02/07/2016 01:10:55 AM,DPR,Department of Parks and Recreation,Violation of Park Rules,Smoking,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:10:27 AM,The Department of Parks and Recreation has limited resources to follow up on this complaint. Your complaint will help the City schedule patrols and target particular areas for enforcement.,02/07/2016 01:10:55 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Emerson Playground,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
30184,32671372,02/13/2016 12:50:21 PM,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11106,,,,,,,,ASTORIA,,Assigned,02/27/2016 12:50:21 PM,The Department of Parks and Recreation usually requires 14 days to respond to this type of complaint. Please note your Service Request number for future reference.,,01 QUEENS,QUEENS,,,Socrates Sculpture Park,QUEENS,,ASTORIA,NY,11106,N,,,,,,,,,,,,,,
70311,32613779,02/07/2016 01:17:19 AM,02/07/2016 08:13:36 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:17:19 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:13:37 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
70272,32611890,02/07/2016 01:35:17 AM,02/07/2016 08:24:00 AM,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10034,,,,,,,,NEW YORK,,Closed,02/21/2016 01:35:17 AM,The condition was determined to be an issue appropriate for handling by an alternate entity.  The Department of Parks and Recreation has notified the appropriate resource.,02/07/2016 08:24:00 AM,12 MANHATTAN,MANHATTAN,,,Inwood Hill Park - Nature Center,MANHATTAN,,NEW YORK,NY,10034,N,,,,,,,,,,,,,,
29151,32666228,02/13/2016 03:33:47 PM,02/13/2016 10:54:42 PM,DPR,Department of Parks and Recreation,DPR Internal,Aided/Injury,Park,10002,,,,,,,,NEW YORK,,Closed,02/27/2016 03:33:47 PM,The reported condition was inspected and a report has been filed.,02/13/2016 10:54:42 PM,03 MANHATTAN,MANHATTAN,,,East River Park,MANHATTAN,,NEW YORK,NY,10002,,,,,,,,,,,,,,,
85097,32601522,02/04/2016 10:01:25 AM,,DOE,School - PS 32 Samuels Mills Sprole,School Maintenance,Other School Condition,School,11231,317 HOYT STREET,HOYT STREET,PRESIDENT STREET,UNION STREET,,,,BROOKLYN,School,Assigned,02/11/2016 10:01:25 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,06 BROOKLYN,BROOKLYN,986483.0,187181.0,School - PS 32 Samuels Mills Sprole,BROOKLYN,Region 8,BROOKLYN,NY,11231,N,,,,,,,,,,,,40.6804450880783,-73.99194915411066,"(40.6804450880783, -73.99194915411066)"
6651,32700735,02/16/2016 10:17:36 AM,,DOE,School - PS 117 J Keld - Briarwood School,School Maintenance,Other School Condition,,11435,85-15 143 STREET,143 STREET,85 DRIVE,85 ROAD,,,,JAMAICA,School,Assigned,02/23/2016 10:17:36 AM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,08 QUEENS,QUEENS,1035990.0,197808.0,School - PS 117 J Keld - Briarwood School,QUEENS,Region 3,JAMAICA,NY,11435,,,,,,,,,,,,,40.70946274034269,-73.81337554248769,"(40.709462740342694, -73.81337554248768)"
29184,32672999,02/13/2016 03:28:28 PM,,DOE,School - PS 105 Senator Abraham Bernstein,School Maintenance,Unclean Condition,School,10462,725 BRADY AVENUE,BRADY AVENUE,HOLLAND AVENUE,CRUGER AVENUE,,,,BRONX,School,Assigned,02/20/2016 03:28:28 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,11 BRONX,BRONX,1021150.0,249857.0,School - PS 105 Senator Abraham Bernstein,BRONX,Region 2,BRONX,NY,10462,N,,,,,,,,,,,,40.85239758899501,-73.86661696202331,"(40.85239758899501, -73.86661696202331)"
105553,32570065,01/31/2016 06:13:05 PM,,DOE,School - PS 333 Manhattan School for Children,School Maintenance,Rodents/Mice,School,10025,154 WEST 93 STREET,WEST 93 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,,NEW YORK,School,Assigned,02/04/2016 03:19:05 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,07 MANHATTAN,MANHATTAN,992323.0,227726.0,School - PS 333 Manhattan School for Children,MANHATTAN,Region 10,NEW YORK,NY,10025,N,,,,,,,,,,,,40.791727678361134,-73.97084499794414,"(40.79172767836113, -73.97084499794414)"
51363,32643681,02/10/2016 01:10:25 PM,02/11/2016 12:00:03 PM,DOE,School - IS 237,School Maintenance,Other School Condition,School,11355,46-21 COLDEN STREET,COLDEN STREET,JUNIPER AVENUE,GERANIUM AVENUE,,,,FLUSHING,School,Closed,02/17/2016 10:46:58 AM,The Department of Education completed the work and corrected the condition.,02/11/2016 11:59:37 AM,07 QUEENS,QUEENS,1033549.0,212406.0,School - IS 237,QUEENS,Region 3,FLUSHING,NY,11355,N,,,,,,,,,,,,40.749544536235035,-73.82207317214917,"(40.74954453623503, -73.82207317214917)"
73431,32613029,02/06/2016 10:22:41 AM,02/12/2016 03:05:10 PM,DOE,School - IS 141 The Steinway,School Maintenance,Other School Condition,School,11105,37-11 21 AVENUE,21 AVENUE,38 STREET,37 STREET,,,,ASTORIA,School,Closed,02/13/2016 10:22:41 AM,The Department of Education completed the work and corrected the condition.,02/12/2016 03:05:10 PM,01 QUEENS,QUEENS,1010537.0,221859.0,School - IS 141 The Steinway,QUEENS,Region 4,ASTORIA,NY,11105,N,,,,,,,,,,,,40.77558892455206,-73.90508956590674,"(40.77558892455206, -73.90508956590674)"
75784,32610442,02/05/2016 05:49:57 PM,02/11/2016 03:19:33 PM,DOE,School - Young Women's Leadership School - Queens,School Maintenance,Unclean Condition,School,11432,150-91 87 ROAD,87 ROAD,155 STREET,150 STREET,,,,JAMAICA,School,Closed,02/11/2016 05:38:25 PM,The Department of Education completed the work and corrected the condition.,02/11/2016 03:19:04 PM,12 QUEENS,QUEENS,1037922.0,197107.0,School - Young Women's Leadership School - Queens,QUEENS,Region 3,JAMAICA,NY,11432,N,,,,,,,,,,,,40.70752715733735,-73.80641249295978,"(40.70752715733735, -73.80641249295978)"
44699,32652098,02/11/2016 12:54:51 PM,,DOE,School - PS 149 Sojourner Truth,School Maintenance,Plumbing Problem,School,10026,41 WEST 117 STREET,WEST 117 STREET,LENOX AVENUE,5 AVENUE,,,,NEW YORK,School,Assigned,02/18/2016 12:54:51 PM,The Department of Education usually requires 7 days to respond to this type of complaint. Please note your service request number for future reference.,,10 MANHATTAN,MANHATTAN,998694.0,231521.0,School - PS 149 Sojourner Truth,MANHATTAN,Region 10,NEW YORK,NY,10026,N,,,,,,,,,,,,40.802135803695904,-73.94782847605441,"(40.802135803695904, -73.94782847605441)"
38283,32662175,02/12/2016 10:37:32 AM,02/12/2016 12:15:52 PM,DOE,School - Forest Hills High School,School Maintenance,Unclean Condition,School,11375,67-01 110 STREET,110 STREET,67 ROAD,67 AVENUE,,,,FOREST HILLS,School,Closed,02/18/2016 05:57:27 PM,The Department of Education completed the work and corrected the condition.,02/12/2016 12:14:43 PM,06 QUEENS,QUEENS,1027033.0,205055.0,School - Forest Hills High School,QUEENS,Region 3,FOREST HILLS,NY,11375,N,,,,,,,,,,,,40.72940182404943,-73.84563700637776,"(40.72940182404943, -73.84563700637776)"
